x,y,x0,y0,biomass,log_biomass,scaled_biomass
-0.427494992543205,-1.8774165611874885,-0.20198041838483452,-0.0097501610630544,795980.890728578,5.900902641668888,0.00414418831910953
-0.42749499254321827,-1.859897575213109,-0.44891276859908663,-0.05123743335046805,712050.6824857593,5.8525109070364625,0.003707214777820177
-0.4274949925432116,-1.8423903143509688,-0.31136588880602695,-0.009612369299703643,1852994.1728435457,6.267874053584482,0.009647413519497125
-0.4274949925432116,-1.8248947532212996,-0.27010088299593993,-0.023577988886266294,5339263.089468062,6.7274813210244515,0.027798295142202438
-0.427494992543205,-1.8074108665081405,-0.2870443323501259,-0.04891374436301511,574939.1291805655,5.759621866845511,0.00299335832191676
-0.4274949925432116,-1.7899386289591073,-0.3620020146678148,-0.025810896237922317,948708.1364166364,5.977132625241476,0.00493934618654387
-0.4274949925432116,-1.7724780153851774,-0.09200073366361974,0.02236394215184382,10730858.060369983,7.030634450389481,0.055869050558616636
-0.427494992543205,-1.7550290006604325,-0.27193147327311895,-0.029578937882305287,2235181.4661549553,6.3493127876695326,0.011637230279047086
-0.42749499254321827,-1.7375915597218445,-0.36887380523408575,-0.05102867086999639,695901.4347225055,5.842547731869961,0.003623135467974405
-0.42749499254321827,-1.7201656675690704,-0.33033640797482594,-0.0667133310071093,940878.9122305587,5.973533734868408,0.004898584178564087
-0.427494992543205,-1.702751299264174,-0.3667514433552708,-0.053920669733989804,1000951.1009135246,6.000412861573075,0.005211343524351172
-0.42749499254321827,-1.6853484299314505,-0.3221283952810654,-0.046090123761030125,1741200.234217815,6.240848716904553,0.009065370483041894
-0.4274949925432116,-1.6679570347571702,-0.1598274668794945,-0.017654287360033948,1218724.2450275645,6.085905450974821,0.006345155818798453
-0.427494992543205,-1.6505770889893747,-0.11824030899068845,-0.011676226853469075,76435.38412375748,4.883294452452707,0.000397952551049795
-0.4274949925432116,-1.6332085679376187,-0.3029845382620113,-0.05726864526719163,90179.68972165883,4.955108736710148,0.0004695107899177642
-0.427494992543205,-1.6158514469728174,-0.22739414398297403,-0.0014988021841778932,2143200.7156874835,6.331062845625849,0.011158342461374331
-0.427494992543205,-1.5985057015269442,-0.21434382942597824,-0.004246240060406481,3651535.7578620166,6.5624755578505685,0.019011325536585806
-0.427494992543205,-1.5811713070928681,-0.014536103264366771,0.04999012606682789,7550351.760551073,6.877967185285825,0.03931008889246494
-0.4274949925432116,-1.5638482392241133,0.0657420367541443,0.11398911403970585,14547486.521092765,7.162787963472065,0.07573991337648009
-0.427494992543205,-1.546536473534637,0.02212197633341177,0.11926554329244865,15250230.492344223,7.183276407669476,0.07939867376998556
-0.4274949925432116,-1.5292359856986224,-0.21438952516961066,0.07150736671838476,2564519.6275056377,6.4090060272796325,0.01335189375552482
-0.42749499254321827,-1.5119467514502674,-0.27537565847760753,0.006887410106954859,1034876.6616974622,6.014888592946498,0.0053879732831275985
-0.4274949925432116,-1.494668746583546,-0.27215190092093317,-0.015616416863277353,2319532.626341544,6.365400485645657,0.012076395461051182
-0.4274949925432116,-1.4774019469520285,-0.18480336674948478,0.034262426584350726,5589014.518009022,6.747335237739544,0.029098598911923585
-0.4274949925432116,-1.460146328468625,-0.2049614574546359,0.0051308718924617785,4601543.744330615,6.662903554979572,0.023957439251678012
-0.4274949925432116,-1.442901867105424,-0.4112451018874841,-0.02505403253183251,620634.0215070024,5.792835578769541,0.0032312638309910484
-0.4274949925432116,-1.4256685388934285,-0.4425440842939745,-0.03379707993458515,84375.8729955256,4.926218279293044,0.0004392938465679327
-0.427494992543205,-1.4084463199223864,-0.40638891965268453,-0.0741063205140853,7321.7783519774675,3.8646165775952097,3.812004619055693e-05
-0.4274949925432116,-1.391235186340566,-0.4046304586627675,-0.0321400067802088,164727.6288438812,5.216766447063595,0.0008576365629388003
-0.427494992543205,-1.374035114354531,-0.35290748660451876,0.02833335734679112,2136060.8442002237,6.329613619107488,0.011121169493578128
-0.427494992543205,-1.3568460802289672,0.31845753748231337,-0.0006924256689250563,1758095.368427962,6.24504242981547,0.009153333169909152
-0.4274949925432249,-1.3396680602864472,0.6097284734128934,-0.007837122685026001,141359.29522550106,5.150324371243764,0.0007359718642678269
-0.4274949925432116,-1.3225010309072294,0.20782696940374482,-0.042084570092203434,1454168.7110688612,6.162614795818555,0.0075709719374168535
-0.4274949925432116,-1.305344968529073,0.00860890092722799,0.17158537750591432,4427038.209258236,6.646113270340808,0.023048895078708023
-0.4274949925432116,-1.2881998496469937,0.10470649202159234,0.1101457926348794,8764497.022191957,6.942726997810946,0.045631404730071
-0.4274949925432116,-1.2710656508131055,0.10384249775488964,0.09349270063284092,8960699.444007523,6.952341910646177,0.04665291139453982
-0.4274949925432116,-1.25394234863639,-0.03788274051644613,0.2077331160905638,4121448.8318387046,6.615049912407783,0.021457877074259706
-0.4274949925432116,-1.2368299197824906,-0.012853472628808888,0.08774853625134015,7001542.227936968,6.845193712487284,0.036452771485769975
-0.4274949925432116,-1.21972834097354,-0.11300052824577239,0.04781903700652415,2952414.2016000897,6.470177285688413,0.015371424854489781
-0.4274949925432116,-1.2026375889879375,0.238103524709927,0.11300427325385438,17219149.60752365,7.236011699389442,0.08964963794945152
-0.4274949925432116,-1.1855576406601476,0.10323645612820091,0.07237443508862124,13252541.020850956,7.122299157180799,0.06899791984561343
-0.427494992543205,-1.168488472880505,-0.11905669997745405,0.06325684098331004,4562927.83019954,6.659243599784284,0.02375638967606916
-0.4274949925432116,-1.1514300625950427,-0.05954599129511798,0.12858068944590542,4780071.445412047,6.6794343878498434,0.02488692439645573
-0.42749499254321827,-1.1343823868052572,0.0852123461941508,0.10274088584727353,12070243.84526734,7.081716043882297,0.06284241761956748
-0.4274949925432116,-1.1173454225679278,0.2720538244474678,0.1571481261586221,31035125.473734714,7.4918535055596776,0.1615810203089494
-0.4274949925432116,-1.100319146994934,0.2528067886171545,0.19238738828459637,22581760.66365298,7.353757800153124,0.11756949175196804
